,id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cluster,hcluster
311,312,4,11,0,2,1,1,0.408333,0.412246,0.7216670000000001,0.0690375,4205,0,3
312,313,4,11,0,3,1,1,0.4,0.40907899999999997,0.758333,0.06219580000000001,4109,0,3
313,314,4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933,5,4
314,315,4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368,5,4
315,316,4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067,5,4
316,317,4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717,0,3
317,318,4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486,0,3
318,319,4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195,0,3
319,320,4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817,0,3
320,321,4,11,0,4,1,2,0.341667,0.323221,0.575833,0.30536199999999997,3053,5,4
321,322,4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392,5,4
322,323,4,11,0,6,0,1,0.329167,0.32448299999999997,0.502083,0.224496,3663,5,4
323,324,4,11,0,0,0,2,0.463333,0.457058,0.6845829999999999,0.18595,3520,0,3
324,325,4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765,0,3
325,326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.11879200000000001,1607,0,3
326,327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,0,3
327,328,4,11,1,4,0,1,0.37333299999999997,0.372471,0.549167,0.167304,1495,5,4
328,329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,5,4
329,330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,5,4
330,331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,0,3
331,332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,0,3
332,333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,0,3
333,334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,0,3
334,335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,5,4
335,336,4,12,0,5,1,1,0.31416700000000003,0.331433,0.625833,0.100754,3940,5,4
336,337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,5,4
337,338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.08395830000000001,3485,0,3
338,339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.06220830000000001,3811,0,3
339,340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.23258299999999998,2594,0,3
340,341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,0,3
341,342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,5,4
342,343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.08271669999999999,3620,5,4
343,344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,5,4
344,345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,0,3
345,346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,0,3
346,347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,0,3
347,348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.06095830000000001,3740,0,3
348,349,4,12,0,4,1,2,0.4225,0.41223699999999996,0.634167,0.268042,3709,5,4
349,350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,5,4
350,351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,5,4
351,352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.16977899999999999,2431,0,3
352,353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,0,3
353,354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.06157080000000001,3750,0,3
354,355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,0,4
355,356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,5,4
356,357,1,12,0,5,1,1,0.37333299999999997,0.377513,0.68625,0.274246,2209,5,4
357,358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,5,4
358,359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,0,4
359,360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,0,4
360,361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,0,4
361,362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,2302,0,4
362,363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,2423,5,4
363,364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,2999,5,4
364,365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,5,4
